ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
498,NYI,Matt,Martin,17,26,5/8/89,Windsor,ON,CAN,75,220,L,2008,5,148,,LW,80,10,9,7,19,2,86,31,25,0.12,50671,10.6,40.7,1244,15.6,63,4.5,1,3,0.25,114,8.1,365,25.9,24,1.7,15,1.1,8,0.6,119,27,11,1,0,0,519,,, ,3,0,1,1,0,0,0,1,4,0,5,0,0,0,28.1,0,0,4,27,3,1,1,19,12,0,50,0,0,1,Upper body,,,,186,1.3,1,1,0
503,CHI,Brandon,Mashinter,53,27,9/20/88,Bradford,ON,CAN,76,212,L,,,,,LW,41,4,1,0,5,-7,25,7,8,0.16,18431,7.5,36.2,509,12.4,0,0,0,0,0,39,7.6,62,12.1,3,0.6,7,1.4,6,1.2,23,4,3,0,0,0,91,,, ,2,0,0,0,1,1,0,0,0,0,2,0,0,0,28,0,0,0,7,2,1,1,1,0,2,18,0,0,0,,,,,151,0.575,0.562,0.457,0
506,COL,Shawn,Matthias,18,27,2/19/88,Mississauga,ON,CAN,76,231,L,2006,2,47,,C,71,12,16,8,28,-17,101,34,25,0.12,57565,13.5,40.8,1412,19.9,109,6.8,9,15,0.375,82,5.1,68,4.3,39,2.4,12,0.8,34,2.1,20,10,0,0,0,0,127,,, ,2,0,2,0,1,0,0,3,1,0,7,0,0,0,24.7,0,1,4,29,15,2,2,19,9,3,51,0,1,2,Neck,Shoulder,,,186,2.3,2.3,2.379,0
510,VAN,Jared,McCann,91,19,5/31/96,Stratford,ON,CAN,72,179,L,2014,1,24,Y,C,69,9,9,4,18,-6,106,36,57,0.09,51841,12.5,41.5,1250,18.1,45,3.1,181,341,0.347,41,2.8,45,3.1,19,1.3,26,1.8,30,2.1,32,15,0,0,0,0,96,3,2,0.67,3,0,1,0,0,1,0,2,0,0,6,0,0,0,32.2,1,2,5,28,12,4,8,15,5,1,61,1,0,1,Undisclosed,,,,186,0.925,0.894,1.107,0.213
513,CAR,Jay,McClement,18,32,3/2/83,Kingston,ON,CAN,73,205,L,2001,2,57,,C,77,3,8,7,11,-17,64,23,20,0.05,53609,11.6,40.6,1319,17.1,121,8.1,375,303,0.553,71,4.8,79,5.3,31,2.1,21,1.4,32,2.1,24,12,0,0,0,0,134,,, ,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21.4,0,1,0,22,13,6,7,12,2,2,22,0,0,1,Upper body,Illness,,,186,1.3,1.2,1.2,0
515,EDM,Connor,McDavid,97,19,1/13/97,Richmond Hill,ON,CAN,73,190,L,2015,1,1,Y,C,45,16,32,16,48,-1,105,32,19,0.15,50989,18.9,49.5,1030,22.9,129,9.1,249,355,0.412,49,3.5,12,0.8,10,0.7,17,1.2,33,2.3,18,9,0,0,0,0,40,2,0,0,2,1,5,0,2,0,0,2,1,0,11,0,0,0,19.6,0,2,3,27,18,1,0,15,3,1,67,4,3,2,Collarbone,,,,186,0.925,0.925,3.775,2.85
518,FLA,John,McFarland,45,23,4/2/92,Richmond Hill,ON,CAN,72,211,R,2010,2,33,Y,LW,3,0,0,0,0,-1,2,2,0,0.00,1784,9.9,36.4,49,16.3,0,0,0,0,0,5,10.1,5,10.1,3,6.1,1,2,0,0,0,0,0,0,0,0,8,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,,,,7,0.851,0.851,0.032,0
519,CAR,Brock,McGinn,23,22,2/2/94,Fergus,ON,CAN,72,185,L,2012,2,47,Y,LW,21,3,1,0,4,-14,25,7,3,0.12,14092,11.2,42.2,334,15.9,0,0,0,1,0,23,5.9,28,7.2,6,1.5,4,1,4,1,10,5,0,0,0,0,44,,, ,1,0,0,0,0,0,0,2,0,0,1,0,0,0,31.6,0,1,2,4,2,0,2,9,0,0,12,0,1,0,,,,,49,0.843,0.812,0.236,0.083
520,ANA,Jamie,McGinn,88,27,8/5/88,Fergus,ON,CAN,73,205,L,2006,2,36,,LW,84,22,17,8,39,-7,156,58,30,0.14,72035,14.3,46.6,1545,18.4,97,4.8,4,3,0.571,69,3.4,164,8.2,27,1.3,19,0.9,18,0.9,33,9,1,1,0,0,225,,, ,7,0,5,0,5,2,2,3,6,0,4,0,0,0,26.7,0,1,6,51,19,4,16,22,20,2,73,1,3,3,,,,,186,3,2.95,2.95,0
521,TBL,Tye,McGinn,44,25,7/29/90,Fergus,ON,CAN,75,205,L,2010,4,119,,LW,2,0,0,0,0,0,1,1,0,0.00,1025,8.5,42.7,24,12,0,0,0,0,0,3,10.5,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,5,0.625,0.625,0.017,0
523,FLA,Greg,McKegg,41,23,6/17/92,St. Thomas,ON,CAN,72,191,L,2010,3,62,Y,C,15,2,0,0,2,1,14,4,5,0.14,7432,8.3,40.4,184,12.3,0,0,50,61,0.45,11,5.3,20,9.7,6,2.9,1,0.5,4,1.9,2,1,0,0,0,0,28,,, ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,24.9,0,1,0,3,1,0,0,1,2,2,8,0,0,0,,,,,41,0.7,0.7,0.154,0
531,WPG,Julian,Melchiori,71,24,12/6/91,Richmond Hill,ON,CAN,77,214,L,2010,3,87,Y,D,11,0,0,0,0,1,12,4,5,0.00,8973,13.6,45.8,196,17.8,0,0,0,0,0,13,5.2,18,7.2,9,3.6,5,2,2,0.8,0,0,0,0,0,0,27,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,1,0,3,0,0,6,0,0,0,6,0,0,0,,,,,23,0.6,0.6,0.074,0
534,OTT,Marc,Methot,3,30,6/21/85,Ottawa,ON,CAN,75,228,L,2003,6,168,,D,69,5,7,3,12,12,74,22,36,0.07,85525,20.7,48.6,1760,25.5,21,0.9,0,0,0,79,3.3,124,5.2,90,3.8,49,2.1,10,0.4,34,17,0,0,0,0,248,,, ,0,0,0,0,1,0,2,0,0,0,2,0,0,0,54.4,0,1,2,19,5,0,42,6,0,0,21,0,0,1,Flu,Lower body,Concussion,,186,4.9,4.9,4.9,0
539,BOS,Colin,Miller,48,23,10/29/92,Sault Ste. Marie,ON,CAN,73,196,R,2012,5,151,Y,D,42,3,13,6,16,0,59,29,52,0.05,39803,15.8,46,865,20.6,49,4.4,0,0,0,52,4.7,45,4.1,36,3.3,20,1.8,6,0.5,39,12,1,1,0,0,121,,, ,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53.5,0,1,1,27,0,1,24,10,0,0,24,0,0,1,Lower body,,,,135,0.62,0.603,0.437,0
543,COL,John,Mitchell,7,31,1/22/85,Oakville,ON,CAN,73,204,L,2003,5,158,,C,71,10,11,4,21,-7,101,30,34,0.10,64947,15.2,44.2,1469,20.7,46,2.5,415,434,0.489,64,3.5,85,4.7,65,3.6,17,0.9,33,1.8,52,21,0,1,0,0,202,,, ,0,1,3,1,1,0,0,0,0,0,9,0,0,0,31.1,1,2,3,24,8,3,10,11,3,0,66,0,1,0,Oblique,,,,186,1.8,1.8,1.8,0
547,CGY,Sean,Monahan,23,21,10/12/94,Brampton,ON,CAN,75,195,L,2013,1,6,,C,81,27,36,25,63,-6,197,72,67,0.14,93166,19.2,43.8,2128,26.3,181,7,887,852,0.51,37,1.4,38,1.5,37,1.4,38,1.5,55,2.1,18,9,0,0,0,0,93,5,1,0.2,4,1,5,0,2,0,0,1,6,0,18,0,0,0,24.5,0,5,9,58,9,3,3,16,14,1,151,6,1,4,,,,,186,0.925,0.925,1.775,0.85
548,NYR,Dominic,Moore,28,35,8/3/80,Thornhill,ON,CAN,72,192,L,2000,3,95,,C,80,6,9,5,15,-2,94,26,30,0.06,63816,13.3,39.8,1603,20,57,3.2,476,385,0.553,87,4.9,51,2.9,35,2,36,2,24,1.4,32,16,0,0,0,0,118,1,0,0,0,0,2,0,1,0,0,3,1,0,1,0,0,0,29,1,2,0,23,18,1,15,13,9,1,37,1,0,0,,,,,186,1.5,1.5,1.5,0
553,BUF,Matt,Moulson,26,32,11/1/83,North York,ON,CAN,73,212,L,2003,9,263,,LW,81,8,13,7,21,-5,111,43,28,0.07,57849,11.9,44.7,1294,16,96,6,0,5,0,42,2.6,45,2.8,23,1.4,15,0.9,18,1.1,16,3,0,1,0,0,84,3,1,0.33,2,0,1,0,3,0,0,0,1,0,4,0,0,0,29,1,0,5,37,11,6,10,15,11,1,57,0,1,0,,,,,186,6,5,5,0
557,CAR,Ryan,Murphy,7,22,3/31/93,Aurora,ON,CAN,71,185,R,2011,1,12,,D,35,0,10,5,10,-1,47,18,34,0.00,36232,17.3,48.2,751,21.5,52,5.2,0,0,0,40,4,25,2.5,22,2.2,18,1.8,11,1.1,10,5,0,0,0,0,57,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,17,0,0,24,5,0,0,18,0,0,1,Upper body,Concussion,,,102,0.833,0.863,0.72,0.45
559,LAK,Jake,Muzzin,6,26,2/21/89,Woodstock,ON,CAN,75,216,L,2007,5,141,,D,82,8,32,15,40,7,203,94,150,0.04,113460,23.1,45.3,2507,30.6,190,6,0,0,0,185,5.9,197,6.3,135,4.3,68,2.2,13,0.4,64,27,0,0,0,1,396,,, ,2,0,1,0,0,0,2,2,0,0,4,0,0,0,50,0,3,8,83,2,0,80,11,0,1,109,2,2,4,,,,,186,3,4,4,0
563,NYR,Rick,Nash,61,31,6/16/84,Brampton,ON,CAN,76,220,L,2002,1,1,,LW,60,15,21,11,36,8,183,70,67,0.08,60982,16.9,40.2,1518,25.3,106,6.3,0,1,0,46,2.7,69,4.1,24,1.4,40,2.4,45,2.7,30,15,0,0,0,0,123,2,0,0,2,1,4,3,1,0,1,4,1,0,7,0,1,1,27.7,1,6,2,61,15,0,6,29,9,5,119,3,2,3,Knee,Back,,,186,7.9,7.8,7.8,0
565,NSH,James,Neal,18,28,9/3/87,Whitby,ON,CAN,74,221,L,2005,2,33,,RW,82,31,27,19,58,27,268,95,111,0.12,93831,19.1,48.6,1931,23.5,150,5.8,8,19,0.296,89,3.4,113,4.3,31,1.2,25,1,49,1.9,65,30,1,0,0,0,210,4,1,0.25,6,0,3,1,0,0,3,5,1,1,21,0,0,0,30.4,1,7,11,76,13,2,29,53,7,4,160,3,5,3,,,,,186,5,5,5,0
566,OTT,Chris,Neil,25,36,6/18/79,Flesherton,ON,CAN,73,206,R,1998,6,161,,RW,80,5,8,4,13,-3,70,36,28,0.07,44631,9.3,41.6,1074,13.4,58,4.7,1,1,0.5,76,6.1,215,17.3,12,1,12,1,11,0.9,165,25,9,6,1,0,401,,, ,0,0,0,0,0,0,0,2,0,0,3,0,0,0,30.9,1,1,0,34,8,1,8,7,4,0,42,1,0,1,Illness,,,,186,1.5,1.9,1.9,0
580,LAK,Jordan,Nolan,71,26,6/23/89,"Garden River, First Nations",ON,CAN,75,219,L,2009,7,186,,C,52,0,5,3,5,0,49,25,23,0.00,27759,8.9,41.6,667,12.8,56,7.3,0,1,0,58,7.5,78,10.1,8,1,8,1,4,0.5,38,14,2,0,0,0,126,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,1,1,23,4,0,4,8,2,1,30,0,0,0,Back,,,,186,0.85,0.95,0.95,0
584,EDM,Darnell,Nurse,25,21,2/4/95,Hamilton,ON,CAN,76,213,L,2013,1,7,Y,D,69,3,7,3,10,-13,120,52,69,0.03,83755,20.2,47.2,1773,25.7,31,1.3,0,0,0,99,4.3,160,6.9,103,4.4,43,1.8,13,0.6,60,20,4,0,0,0,327,,, ,0,0,0,0,0,0,2,1,0,0,0,0,0,0,49.2,1,0,3,48,7,0,21,28,0,4,60,0,0,0,,,,,166,0.925,0.863,1.529,0.85
590,BUF,Cal,O'Reilly,19,29,9/30/86,Toronto,ON,CAN,72,191,L,2005,5,150,,C,20,3,4,2,7,-1,10,3,1,0.30,13416,11.2,46.6,288,14.4,25,6.7,59,50,0.541,7,1.9,3,0.8,5,1.3,6,1.6,2,0.5,2,1,0,0,0,0,10,,, ,0,0,1,0,1,0,1,0,0,0,1,0,0,0,30,0,0,0,3,3,0,3,1,0,0,3,1,0,0,,,,,66,0.7,0.7,0.248,0
591,BUF,Ryan,O'Reilly,90,25,2/7/91,Clinton,ON,CAN,73,210,L,2009,2,33,,C,71,21,39,26,60,-16,157,42,44,0.13,92591,21.7,50.5,1835,25.8,220,8.6,1024,788,0.565,50,1.9,17,0.7,43,1.7,28,1.1,47,1.8,8,4,0,0,0,0,68,6,0,0,2,1,2,2,3,1,3,5,1,0,8,0,0,0,31.5,0,4,4,34,19,5,39,21,6,0,67,4,5,5,Lower body,,,,186,,6,6,0
595,DAL,Jamie,Oleksiak,5,23,12/21/92,Toronto,ON,CAN,79,260,L,2011,1,14,,D,19,0,2,1,2,-5,13,6,9,0.00,14496,12.7,40.6,357,18.8,17,4.2,0,0,0,18,4.5,54,13.4,29,7.2,17,4.2,4,1,21,3,3,0,0,0,107,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,1,2,3,1,0,4,1,1,0,6,0,0,0,,,,,172,0.875,0.875,0.809,0
606,OTT,Jean-Gabriel,Pageau,44,23,11/11/92,Ottawa,ON,CAN,70,180,R,2011,4,96,,C,82,19,24,15,43,17,133,32,47,0.14,82175,16.7,43.4,1892,23.1,151,6.6,614,563,0.522,113,5,166,7.3,60,2.6,37,1.6,30,1.3,26,8,0,1,0,0,252,1,0,0,2,0,2,5,0,0,1,2,1,0,15,0,0,0,33.2,0,2,5,25,10,5,13,12,8,1,84,3,2,4,,,,,186,0.7,0.9,0.9,0
607,NYR,Daniel,Paille,20,31,4/15/84,Welland,ON,CAN,73,200,L,2002,1,20,,LW,12,0,0,0,0,-2,11,2,3,0.00,8214,11.4,39.7,207,17.3,0,0,0,1,0,14,6.1,16,7,9,3.9,2,0.9,5,2.2,0,0,0,0,0,0,25,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,2,0,0,1,1,0,1,8,0,0,0,,,,,31,0.575,0.575,0.096,0
621,OTT,Nick,Paul,13,20,3/20/95,Mississauga,ON,CAN,76,230,L,2013,4,101,Y,LW,24,2,3,2,5,-3,28,11,0,0.07,17559,12.2,41.3,425,17.7,0,0,31,29,0.517,0,0,43,8.8,9,1.8,2,0.4,9,1.8,6,3,0,0,0,0,58,,, ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,33.3,0,0,1,10,3,0,0,6,1,0,18,0,0,1,,,,,59,0.668,0.894,0.284,0.258
623,LAK,Tanner,Pearson,70,23,8/10/92,Kitchener,ON,CAN,73,208,L,2012,1,30,,LW,79,15,21,14,36,11,137,64,64,0.11,68543,14.5,42.2,1625,20.6,130,6.8,8,17,0.32,111,5.8,104,5.5,34,1.8,18,0.9,27,1.4,18,9,0,0,0,0,156,2,0,0,4,2,4,1,0,0,1,4,2,0,8,0,0,0,29.7,0,4,4,56,4,2,12,35,10,1,73,4,1,2,,,,,186,1.25,1.4,1.4,0
625,NYI,Adam,Pelech,50,21,8/16/94,Toronto,ON,CAN,75,210,L,2012,3,65,Y,D,9,0,2,2,2,-1,8,2,8,0.00,9493,17.6,50,190,21.1,0,0,0,0,0,23,8.7,16,6.1,16,6.1,7,2.7,1,0.4,0,0,0,0,0,0,32,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3,0,0,0,2,0,0,2,0,0,0,6,0,0,1,Upper body,,,,120,0.846,0.854,0.597,0.08
626,WPG,Anthony,Peluso,14,26,4/18/89,North York,ON,CAN,75,235,R,2007,6,160,,RW,35,1,4,1,5,4,16,10,7,0.06,13407,6.4,40.8,329,9.4,10,2.7,0,0,0,37,9.9,81,21.7,4,1.1,6,1.6,3,0.8,44,12,4,0,0,0,133,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.1,0,0,1,9,2,0,1,4,0,1,8,0,0,0,Shoulder,,,,186,0.65,0.675,0.096,0
627,TOR,Stuart,Percy,50,22,5/18/93,Oakville,ON,CAN,73,187,L,2011,1,25,Y,D,3,0,0,0,0,-2,1,1,3,0.00,2369,13.2,35.9,66,22,0,0,0,0,0,6,9.1,4,6.1,3,4.6,1,1.5,1,1.5,0,0,0,0,0,0,7,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,7,0.833,0.863,0.04,0.213
630,ANA,Corey,Perry,10,30,5/16/85,Peterborough,ON,CAN,75,210,R,2003,1,28,,RW,82,34,28,22,62,2,215,90,79,0.16,87122,17.7,48.1,1813,22.1,207,8.6,2,8,0.2,136,5.6,104,4.3,36,1.5,53,2.2,25,1,68,29,2,0,0,0,210,7,1,0.14,8,0,6,1,4,0,3,1,2,1,23,0,0,0,25.3,0,8,12,70,19,0,31,20,16,5,124,6,10,6,,,,,186,9,8.625,8.625,0
637,STL,Alex,Pietrangelo,27,26,1/18/90,King City,ON,CAN,75,210,R,2008,1,4,,D,73,7,30,19,37,10,182,55,82,0.04,115215,26.3,51,2257,30.9,202,6.3,0,0,0,153,4.8,48,1.5,136,4.2,39,1.2,41,1.3,20,10,0,0,0,0,204,1,0,0,0,1,1,0,1,0,1,1,0,0,4,0,0,0,44.4,0,3,6,46,6,0,60,13,2,0,101,2,0,3,Knee,,,,186,6.5,6.5,6.5,0
638,ANA,Brandon,Pirri,11,24,4/10/91,Toronto,ON,CAN,72,183,L,2009,2,59,,C,61,14,15,10,29,-4,128,64,79,0.11,53130,14.5,48,1108,18.2,99,6.7,66,77,0.462,70,4.7,66,4.5,14,0.9,26,1.8,20,1.4,30,15,0,0,0,0,110,6,5,0.83,3,0,3,1,2,0,3,2,2,0,5,1,1,1,36.3,0,3,5,56,7,2,47,23,4,1,44,1,2,1,Upper body,Ankle,,,186,0.975,0.925,0.925,0
644,MIN,Chris,Porter,7,31,5/29/84,Toronto,ON,CAN,73,206,L,2003,9,282,,LW,61,4,3,1,7,-6,45,20,21,0.09,35269,9.6,40.9,862,14.1,19,1.9,0,1,0,62,6.3,157,16,12,1.2,8,0.8,15,1.5,6,3,0,0,0,0,175,,, ,0,0,0,0,1,0,1,0,1,0,1,0,0,0,33.5,0,1,1,18,6,2,4,5,6,1,21,0,0,0,,,,,0,0,0,0,0
648,EDM,Benoit,Pouliot,67,29,9/29/86,Alfred,ON,CAN,75,200,L,2005,1,4,,LW,55,14,22,12,36,-6,109,41,24,0.13,52963,16,42.3,1251,22.7,134,9.1,20,29,0.408,40,2.7,35,2.4,25,1.7,29,2,32,2.2,30,15,0,0,0,0,90,,, ,3,0,0,0,1,1,0,2,6,0,4,0,1,1,25.2,0,1,3,37,8,4,6,25,15,0,51,0,0,2,Shoulder,Lower body,Illness,,186,4,4,4,0
652,CBJ,Dalton,Prout,47,25,3/13/90,Kingsville,ON,CAN,75,230,R,2010,6,154,,D,64,3,6,4,9,-6,69,22,60,0.04,62103,16.2,44.7,1390,21.7,42,2.4,0,1,0,73,4.2,139,8.1,70,4.1,25,1.4,7,0.4,102,29,4,2,0,0,315,,, ,0,0,0,1,1,0,0,0,0,0,2,0,0,0,58.1,0,2,2,18,2,0,27,22,0,0,18,0,0,0,,,,,186,1.1,1.075,1.075,0
653,VAN,Brandon,Prust,9,31,3/16/84,London,ON,CAN,72,195,L,2004,3,70,,LW,35,1,6,4,7,-3,19,11,7,0.05,26847,12.8,43.2,621,17.7,81,10.9,6,5,0.545,22,3,40,5.4,15,2,15,2,5,0.7,59,2,7,2,0,0,121,,, ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26.4,0,1,1,9,1,0,2,4,0,0,12,0,0,1,Leg,Ankle,,,186,2,2.5,2.157,0
654,OTT,Matt,Puempel,26,23,1/24/93,Windsor,ON,CAN,74,204,L,2011,1,24,Y,LW,26,2,1,0,3,-3,26,11,15,0.08,17687,11.3,41.8,423,16.3,0,0,1,1,0.5,21,4.3,18,3.7,10,2,5,1,6,1.2,9,2,1,0,0,0,38,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,29.1,0,0,1,10,3,1,2,2,3,0,15,0,0,0,,,,,74,0.833,0.863,0.428,0.213
659,DET,Kyle,Quincey,27,30,8/12/85,Kitchener,ON,CAN,74,216,L,2003,4,132,,D,47,4,7,0,11,1,62,16,35,0.07,55733,19.8,41.5,1344,28.6,0,0,0,0,0,73,4.7,49,3.2,62,4,26,1.7,8,0.5,36,18,0,0,0,0,147,,, ,0,0,2,2,0,0,2,0,0,0,2,0,0,0,55.3,0,0,2,14,3,1,36,8,0,0,14,0,0,1,Ankle,Concussion,,,186,4.25,4.25,4.25,0
660,NYI,Alan,Quine,10,22,2/25/93,Belleville,ON,CAN,72,200,L,2013,6,166,Y,C,2,1,0,0,1,0,5,5,2,0.20,2131,17.8,47.4,45,22.5,0,0,16,10,0.615,0,0,3,5.1,3,5.1,2,3.4,1,1.7,0,0,0,0,0,0,6,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.6,0,0,2,3,0,0,0,2,0,0,3,0,0,1,,,,,1,0.62,0.595,0.003,0
663,CBJ,John,Ramage,55,25,2/7/91,Mississauga,ON,CAN,72,200,R,2010,4,103,Y,D,1,0,0,0,0,-2,0,0,0,0.00,849,14.2,47.2,18,18,0,0,0,0,0,2,8.5,0,0,4,17,0,0,0,0,0,0,0,0,0,0,4,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0.6,0.6,0.003,0
664,BOS,Tyler,Randell,64,24,6/15/91,Scarborough,ON,CAN,73,198,R,2009,6,176,Y,RW,27,6,0,0,6,-2,18,2,1,0.33,11312,7,41.1,275,10.2,0,0,0,0,0,16,5.1,39,12.4,8,2.5,1,0.3,6,1.9,47,6,5,1,0,0,99,,, ,0,0,1,0,1,0,0,1,2,0,2,0,0,0,30.5,0,0,0,2,2,0,2,5,2,0,7,0,0,1,,,,,186,0.6,0.6,0.6,0
671,PHI,Matt,Read,24,29,6/14/86,Ilderton,ON,CAN,70,185,R,,,,,RW,79,11,15,8,26,-5,127,61,27,0.09,72300,15.3,43.5,1663,21.1,99,4.9,24,26,0.48,133,6.6,81,4,60,3,20,1,34,1.7,27,11,1,0,0,0,169,1,0,0,2,1,2,2,3,0,1,3,0,0,4,0,0,0,33.1,0,2,6,53,14,2,14,26,5,0,66,2,0,0,,,,,186,4,3.625,3.625,0
681,WSH,Mike,Richards,10,30,2/11/85,Kenora,ON,CAN,71,196,L,2003,1,24,,C,39,2,3,3,5,-2,46,18,13,0.04,28490,12.2,42,678,17.4,63,8,235,240,0.495,25,3.2,39,4.9,19,2.4,10,1.3,12,1.5,8,4,0,0,0,0,66,,, ,1,0,1,0,0,0,0,0,0,0,2,0,0,0,24.5,0,1,3,14,6,1,0,4,8,0,27,1,1,0,,,,,281,4.12,4.12,3.631,0
682,ARI,Brad,Richardson,12,31,2/4/85,Belleville,ON,CAN,72,197,L,2003,5,163,,RW,82,11,20,12,31,8,117,39,54,0.09,76858,15.6,44.1,1742,21.2,104,4.9,523,438,0.544,87,4.1,57,2.7,53,2.5,15,0.7,26,1.2,46,17,2,0,0,0,158,,, ,0,0,3,1,3,0,0,1,0,0,7,0,1,1,27,0,2,5,32,22,1,4,8,6,2,74,0,1,0,,,,,186,1.75,2.083,2.083,0
685,BOS,Zac,Rinaldo,36,25,6/15/90,Mississauga,ON,CAN,70,188,L,2008,6,178,,C,52,1,2,1,3,-5,38,16,10,0.03,25883,8.3,41.9,618,11.9,13,1.8,0,1,0,62,8.6,154,21.4,15,2.1,9,1.3,8,1.1,83,14,7,1,1,0,259,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.8,0,0,4,12,2,0,3,10,1,0,22,0,0,0,Upper body,,,,145,0.85,0.85,0.663,0
687,DAL,Brett,Ritchie,25,22,7/1/93,Orangeville,ON,CAN,75,220,R,2011,2,44,,RW,8,0,1,0,1,-3,15,5,5,0.00,5569,11.6,40.9,136,17,0,0,0,0,0,11,7.1,30,19.4,3,1.9,3,1.9,2,1.3,7,1,1,0,0,0,41,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,1,4,2,0,1,0,0,0,12,0,0,0,Lower body,Wrist,,,97,0.833,0.814,0.31,0
688,ANA,Nick,Ritchie,37,20,12/5/95,Orangeville,ON,CAN,74,232,L,2014,1,10,Y,LW,33,2,2,1,4,-2,55,24,22,0.04,23289,11.8,44.2,527,16,23,3.6,1,2,0.333,41,6.3,93,14.4,10,1.5,4,0.6,8,1.2,37,11,1,1,0,0,141,,, ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,28.9,0,2,1,21,10,0,0,0,3,2,40,0,0,0,,,,,73,0.925,0.894,0.639,0.5
690,BUF,Evan,Rodrigues,71,22,7/28/93,Toronto,ON,CAN,71,174,R,,,,Y,LW,2,1,1,0,2,2,8,2,2,0.13,1410,11.8,44.1,32,16,0,0,0,0,0,1,2.6,3,7.7,0,0,0,0,0,0,0,0,0,0,0,0,3,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.9,0,0,0,2,0,0,0,4,0,0,4,0,1,0,,,,,3,0.843,0.843,0.014,0
711,WPG,Mark,Scheifele,55,22,3/15/93,Kitchener,ON,CAN,75,207,R,2011,1,7,,C,71,29,32,20,61,16,194,69,57,0.15,79018,18.5,48.2,1641,23.1,167,7.6,515,651,0.442,112,5.1,53,2.4,36,1.6,35,1.6,61,2.8,48,19,0,1,0,0,137,3,2,0.67,8,1,3,2,5,2,2,5,1,0,14,0,0,0,26.7,1,6,9,53,20,9,13,33,12,1,106,4,4,3,Lower body,Concussion,,,186,0.833,0.863,1.563,0.85
727,DAL,Tyler,Seguin,91,24,1/31/92,Brampton,ON,CAN,73,200,R,2010,1,2,,C,72,33,40,26,73,2,278,105,130,0.12,83991,19.4,48.2,1744,24.2,177,7.6,470,376,0.556,32,1.4,80,3.4,27,1.2,46,2,21,0.9,16,8,0,0,0,0,123,4,2,0.5,5,1,6,3,2,0,5,3,1,0,22,0,0,0,33.3,2,4,14,85,10,0,77,35,5,1,150,5,3,2,Achilles,,,,186,6,5.75,5.75,0
731,ARI,Eric,Selleck,42,28,10/20/87,Brockville,ON,CAN,74,208,L,,,,,LW,1,0,0,0,0,0,1,0,0,0.00,573,9.6,33.7,17,17,0,0,0,0,0,0,0,3,18.8,0,0,0,0,0,0,5,0,1,0,0,0,9,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Upper body,,,,11,0.575,0.575,0.034,0
